"SEMESTER","AINE_STR","UKSUS","AINEKOOD","AINE","toomaht_1","toomaht_2","toomaht_3","toomaht_4","toomaht_5","hinne_ainele_F","hinne_ainele_E","hinne_ainele_D","hinne_ainele_C","hinne_ainele_B","hinne_ainele_A","arvestatud","mittearvestatud","hinne_A","hinne_B","hinne_C","hinne_D","hinne_E","hinne_F","mitteilmunud"
"K","GV","P1GI","P1GV.00.002","Statistilised meetodid geneetikas",NA,2,5,NA,NA,NA,NA,1,2,3,1,12,0,0,0,0,0,0,0,0
"K","GV","P1GI","P1GV.00.003","Geneetiline ja genoomne epidemioloogia",NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,7,0,0,0,0,0,0,0,0
"K","HV","HVAJ","FLAJ.00.022","Doktoriseminar",NA,1,3,NA,NA,NA,NA,1,NA,2,1,6,0,0,0,0,0,0,0,0
"K","HV","HVAJ","FLAJ.00.055","Sissejuhatus ajaloouurimisse ja ajalookirjutusse",NA,3,15,1,NA,NA,NA,1,4,6,8,34,0,0,0,0,0,0,0,5
"K","HV","HVAJ","FLAJ.00.056","Doktoriseminar",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,3,0,0,0,0,0,0,0,0
"K","HV","HVAJ","FLAJ.00.063","Eriala seminar",2,NA,6,1,NA,NA,1,2,2,2,2,12,0,0,0,0,0,0,0,1
"K","HV","HVAJ","FLAJ.01.008","Sissejuhatus eesti ja seto rahvausundisse",NA,NA,6,NA,NA,NA,NA,NA,NA,2,4,0,0,2,3,0,0,0,0,1
"K","HV","HVAJ","FLAJ.01.060","Muinas-Eesti sõjandus",NA,1,7,NA,NA,NA,NA,NA,NA,1,7,12,0,0,0,0,0,0,0,0
"K","HV","HVAJ","FLAJ.01.061","Teadusliku uurimistöö alused",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,0,0,3,1,0,0,0,0,1
"K","HV","HVAJ","FLAJ.01.096","Sissejuhatus materiaalse kultuuri uurimisse",NA,NA,7,NA,NA,NA,NA,NA,NA,3,4,0,0,6,3,3,0,0,0,1
"K","HV","HVAJ","FLAJ.01.104","Arheoloogia ja suuline traditsioon",NA,NA,4,NA,NA,NA,NA,NA,NA,2,2,0,0,3,0,0,0,1,0,2
"K","HV","HVAJ","FLAJ.01.126","Interdistsiplinaarne arheoloogia",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,3,0,0,0,0,0,0
"K","HV","HVAJ","FLAJ.01.137","Euroopa muinaskultuurid",2,2,25,NA,NA,NA,NA,1,2,6,20,0,0,10,20,13,3,3,1,5
"K","HV","HVAJ","FLAJ.01.140","Arheoloogiliste välitööde juhatamise metoodika ja praktika",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,3,0,0,0,0,0,0,0,0
"K","HV","HVAJ","FLAJ.01.141","Magistriseminar arheoloogias",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,2
"K","HV","HVAJ","FLAJ.01.142","Arheoloogiliste välitööde metoodika",NA,1,3,NA,NA,NA,NA,NA,1,NA,3,11,0,0,0,0,0,0,0,1
"K","HV","HVAJ","FLAJ.01.145","Sissejuhatus osteoarheoloogiasse",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,10,0,0,0,0,0,0,0,1
"K","HV","HVAJ","FLAJ.01.159","Materjalide uurimise praktikum arheoloogias",NA,NA,5,NA,NA,NA,NA,NA,NA,1,4,6,0,0,0,0,0,0,0,1
"K","HV","HVAJ","FLAJ.02.054","Rahvastiku ja koha-ajaloo allikad",NA,1,3,1,NA,1,NA,NA,1,2,1,8,0,0,0,0,0,0,0,2
"K","HV","HVAJ","FLAJ.02.153","Allikad ja nende tõlgendamine (19.-20. sajand)",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,4,0,0,0,0,0,0,0,0
"K","HV","HVAJ","FLAJ.02.154","Poliitiline vägivald Eestis 1905 - 1960",NA,NA,23,3,2,NA,NA,NA,2,7,19,0,0,19,12,3,3,0,0,0
"K","HV","HVAJ","FLAJ.02.155","Allikaõpetuslik seminar Tartu Ülikooli ajaloost",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,0,0,1
"K","HV","HVAJ","FLAJ.02.159","Allikaõpetuse alused",NA,6,11,NA,NA,NA,1,2,2,7,5,0,0,9,9,3,0,0,0,6
"K","HV","HVAJ","FLAJ.03.013","Eesti agraarajalugu (maamajandus ja -ühiskond muinasajast 21. sajandi alguseni)",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,0,0,0,0,0,0
"K","HV","HVAJ","FLAJ.03.118","Eesti kultuuriajalugu",NA,NA,5,2,NA,NA,NA,NA,NA,NA,7,0,0,7,2,0,0,0,0,2
"K","HV","HVAJ","FLAJ.03.150","Eesti kooli ajalugu",NA,NA,10,NA,NA,NA,NA,NA,NA,2,8,0,0,14,2,1,0,0,0,0
"K","HV","HVAJ","FLAJ.03.158","Seminar Eesti ajaloost 17.-20.sajandil",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,4,0,0,0,0,0,0,0,0
"K","HV","HVAJ","FLAJ.03.159","Ajaloo ja ühiskonnaõpetuse seminar",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0,0,0,0
"K","HV","HVAJ","FLAJ.03.168","Eesti lähiajalugu",NA,NA,24,5,NA,NA,NA,NA,3,13,13,0,0,5,10,16,4,2,0,5
"K","HV","HVAJ","FLAJ.03.171","Eesti keskaeg",NA,NA,10,4,3,NA,NA,NA,6,5,6,0,0,1,6,3,6,7,3,3
"K","HV","HVAJ","FLAJ.03.174","Teise maailmasõja rahvusvaheline ajalugu",NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,0,0,2,0,0,0,0,0,2
"K","HV","HVAJ","FLAJ.03.176","Uurimistöö ajalootunnis",NA,1,7,NA,1,1,NA,NA,NA,2,6,0,0,6,2,1,0,0,0,0
"K","HV","HVAJ","FLAJ.03.179","Eesti uusaeg (1710-1900)",NA,NA,11,3,NA,NA,NA,1,1,6,6,0,0,1,8,12,4,4,2,8
"K","HV","HVAJ","FLAJ.03.181","Läti ajalugu",NA,1,9,2,NA,NA,NA,NA,1,3,8,0,0,3,4,6,1,0,0,1
"K","HV","HVAJ","FLAJ.03.182","Teadusliku uurimistöö alused",NA,NA,2,NA,1,NA,NA,NA,1,NA,2,1,0,1,4,1,0,1,0,1
"K","HV","HVAJ","FLAJ.05.076","Teadusliku uurimistöö alused",NA,NA,2,1,NA,NA,NA,NA,NA,2,1,0,0,3,1,1,0,0,0,1
"K","HV","HVAJ","FLAJ.05.091","Eesti kunst pärast II maailmasõda",NA,NA,6,NA,NA,NA,NA,NA,1,1,4,0,0,2,1,2,3,0,0,1
"K","HV","HVAJ","FLAJ.05.109","Eesti kunsti ajaloo historiograafia",NA,NA,2,NA,1,NA,NA,NA,NA,1,2,0,0,2,1,1,0,0,0,1
"K","HV","HVAJ","FLAJ.05.122","Kunstiajaloo seminar",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0
"K","HV","HVAJ","FLAJ.05.163","Pildi ees ja pildi sees. Eesti kunstiajaloo lähilugemine",NA,1,7,NA,NA,NA,NA,NA,NA,3,5,11,0,0,0,0,0,0,0,3
"K","HV","HVAJ","FLAJ.06.004","Teadusliku uurimistöö alused",NA,NA,4,NA,1,NA,NA,NA,NA,2,3,0,0,4,7,2,1,0,0,6
"K","HV","HVAJ","FLAJ.06.009","Aafrika ajalugu 19.-20. sajandil",NA,1,9,1,NA,NA,NA,NA,1,5,5,0,0,6,6,2,2,1,3,3
"K","HV","HVAJ","FLAJ.06.125","Rahvusvaheliste suhete probleeme 20. sajandil",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,0,0,2,0,1,0,0,0,1
"K","HV","HVAJ","FLAJ.06.138","Euroopa poliitilised režiimid 20. sajandil",1,NA,9,NA,NA,NA,1,1,NA,2,6,0,0,1,8,2,1,1,0,1
"K","HV","HVAJ","FLAJ.06.142","Üleilmastumise ja globaalprobleemide ajalooline kujunemine",1,1,20,1,1,NA,1,2,2,6,13,0,0,14,6,4,3,3,0,4
"K","HV","HVAJ","FLAJ.06.159","Eesti ja Nõukogude Liidu suhted kahe maailmasõja vahel",NA,NA,2,NA,1,1,NA,NA,NA,1,1,0,0,0,3,1,3,0,0,0
"K","HV","HVAJ","FLAJ.06.172","Ajaloodemograafia baaskursus",NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,4,0,0,0,0,0,0,0,0
"K","HV","HVAJ","FLAJ.06.175","Stalinism",NA,NA,5,NA,NA,NA,NA,NA,NA,3,2,0,0,1,4,1,0,0,0,1
"K","HV","HVAJ","FLAJ.07.200","Tsivilisatsiooni ja riikluse kujunemine: teooriad ja seaduspärasused",NA,NA,8,2,1,NA,NA,1,NA,3,7,0,0,3,3,6,1,0,0,8
"K","HV","HVAJ","FLAJ.07.205","Uusaeg",1,NA,26,5,1,NA,1,2,5,14,11,0,0,7,14,19,17,27,19,14
"K","HV","HVAJ","FLAJ.07.206","Kreeka religioon ja mütoloogia",NA,NA,13,NA,NA,NA,NA,NA,NA,3,10,0,0,4,3,4,4,1,0,5
"K","HV","HVAJ","FLAJ.07.208","Üldajaloo seminar",1,1,1,NA,NA,NA,NA,NA,NA,1,2,3,0,0,0,0,0,0,0,0
"K","HV","HVAJ","FLAJ.07.214","Inglismaa ajalugu normannide vallutusest Victoria surmani",NA,NA,10,1,NA,NA,NA,1,NA,4,6,0,0,3,3,2,2,1,2,4
"K","HV","HVAJ","FLAJ.07.219","Teadusliku uurimistöö alused",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,0,0,4,1,0,1,0,0,2
"K","HV","HVAJ","FLAJ.07.236","Aktuaalseid küsimusi üldajaloo historiograafiast",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,1,0,0,0,0,0
"K","HV","HVEE","FLEE.00.044","Doktoriseminar",NA,1,4,NA,NA,NA,NA,1,1,1,2,11,0,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.00.050","Magistriseminar",NA,NA,10,NA,NA,NA,NA,NA,NA,2,8,17,0,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.00.052","Keeleteaduslik magistriseminar",NA,1,7,NA,NA,NA,NA,NA,1,2,5,24,0,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.02.009","Eesti keele seminar",NA,NA,11,NA,NA,NA,NA,NA,1,2,8,19,0,0,0,0,0,0,0,1
"K","HV","HVEE","FLEE.02.017","Käsikirja toimetamine ja korrektuur",NA,NA,9,6,NA,NA,NA,NA,NA,7,8,17,0,0,0,0,0,0,0,1
"K","HV","HVEE","FLEE.02.042","Eesti õigekeelsus ja väljendusõpetus",NA,NA,4,5,8,NA,1,3,4,4,5,59,3,0,0,0,0,0,0,12
"K","HV","HVEE","FLEE.02.097","Eesti keele lauseõpetus",NA,NA,12,2,1,NA,NA,2,NA,6,7,0,0,5,5,4,2,10,2,3
"K","HV","HVEE","FLEE.02.098","Tekstianalüüs",NA,NA,4,NA,NA,NA,NA,NA,NA,1,3,5,0,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.02.103","Tekstianalüüs",NA,NA,4,1,1,NA,NA,NA,NA,NA,6,10,0,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.02.114","Erikursus õigus- ja halduskeelest",NA,1,6,2,NA,NA,1,NA,2,2,4,11,0,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.02.122","Eesti keele struktuur",1,2,5,NA,NA,NA,NA,NA,2,2,4,0,0,11,2,1,0,0,0,2
"K","HV","HVEE","FLEE.02.130","Akadeemilise kirjutamise alused: eesti keele väljendusõpetus II",NA,5,70,17,5,1,4,5,10,22,55,164,16,0,0,0,0,0,0,26
"K","HV","HVEE","FLEE.02.152","Erikursus eesti keele sõnavarast",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,5,0,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.02.156","Eesti keele didaktika",NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,0,0,2,0,1,1,0,0,0
"K","HV","HVEE","FLEE.02.163","Eesti kirjakeele ajalugu",NA,NA,6,NA,NA,NA,NA,NA,NA,1,5,0,0,6,5,4,3,0,0,0
"K","HV","HVEE","FLEE.02.171","Erialaseminar",NA,NA,4,NA,NA,NA,NA,NA,NA,2,2,8,0,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.02.183","Eesti keele vormiõpetus",NA,NA,2,2,6,1,2,2,1,2,2,0,0,0,2,6,5,4,0,4
"K","HV","HVEE","FLEE.02.184","Eesti keele sõnavara struktuur ja sõnamoodustus",NA,1,8,NA,NA,NA,NA,NA,NA,1,8,0,0,10,7,4,8,3,0,2
"K","HV","HVEE","FLEE.02.185","Eesti keele allkeeled",NA,NA,9,2,2,NA,2,NA,NA,6,5,0,0,3,5,10,4,3,4,4
"K","HV","HVEE","FLEE.04.115","Traditsioonilised ja kaasaegsed kultuurid",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,0,0,0,0,0,2
"K","HV","HVEE","FLEE.04.127","Eesti keel edasijõudnutele II (C1.1)",NA,NA,5,NA,NA,NA,NA,NA,1,NA,4,0,0,1,3,1,0,0,0,0
"K","HV","HVEE","FLEE.04.164","Akadeemilise kirjutamise alused: eesti keele väljendusõpetus muukeelsetele II",NA,NA,5,NA,NA,NA,NA,NA,1,1,3,0,0,2,1,0,1,0,0,0
"K","HV","HVEE","FLEE.04.173","Eesti keele lauseõpetuse praktiline põhikursus",NA,NA,7,NA,NA,NA,NA,NA,NA,2,5,0,0,1,3,1,1,0,0,2
"K","HV","HVEE","FLEE.04.174","Eesti keele sõnamoodustussüsteem ja praktiline sõnamoodustus muukeelsetele",NA,NA,2,1,1,NA,NA,2,NA,NA,2,0,0,2,0,4,0,0,0,2
"K","HV","HVEE","FLEE.04.176","Eesti keele grammatika- ja sõnavaravigade analüüs",NA,NA,4,NA,NA,NA,NA,NA,NA,1,3,0,0,2,1,0,1,0,0,0
"K","HV","HVEE","FLEE.04.182","Magistriseminar",NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.04.202","Eesti keele võõrkeelena seminar",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,4,0,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.04.207","Eesti kultuuriruumi kujunemine ja tänapäev",NA,3,15,2,1,NA,2,3,2,5,9,0,0,13,8,10,7,4,0,3
"K","HV","HVEE","FLEE.04.209","Eesti keele sõnavara",NA,NA,NA,NA,5,NA,1,2,1,1,NA,0,0,1,1,3,1,0,0,0
"K","HV","HVEE","FLEE.04.224","Keelepraktika tandemõppes",NA,1,13,1,NA,NA,NA,NA,NA,1,14,29,0,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.04.226","LAK-õpetaja ainealane eesti keel",NA,NA,2,NA,1,NA,1,NA,1,1,NA,7,0,0,0,0,0,0,0,1
"K","HV","HVEE","FLEE.04.227","LAK-õppe põhimõtted ja rakendamine",NA,NA,18,1,NA,NA,NA,NA,1,8,10,36,2,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.04.230","Kontrastiivne grammatika",NA,NA,4,NA,NA,NA,NA,NA,NA,1,3,0,0,9,2,1,2,0,0,0
"K","HV","HVEE","FLEE.04.231","Keel ja ühiskond",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,0,0,8,10,2,3,0,0,0
"K","HV","HVEE","FLEE.04.235","Eesti keele võõrkeelena didaktika I",NA,NA,5,NA,NA,NA,NA,NA,NA,1,4,0,0,14,0,0,0,0,0,0
"K","HV","HVEE","FLEE.06.003","Soome keel",NA,NA,11,8,5,1,NA,NA,6,5,12,0,0,6,3,7,3,8,2,12
"K","HV","HVEE","FLEE.06.010","Soome keele suuline ja kirjalik väljendusoskus I (B1/B2)",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,0,0,5,1,0,1,0,0,0
"K","HV","HVEE","FLEE.06.120","Üks läänemeresoome keel. Liivi keel",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,1,0,0,0,0,0
"K","HV","HVEE","FLEE.06.141","Soome keel algajaile",NA,1,16,3,NA,NA,NA,NA,1,4,15,30,1,0,0,0,0,0,0,7
"K","HV","HVEE","FLEE.06.164","Soome keele ja kultuuri seminar",NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,5,1,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.06.165","Soome kultuur",NA,1,5,NA,NA,NA,NA,NA,1,3,2,0,0,2,2,4,0,0,0,0
"K","HV","HVEE","FLEE.06.166","Soome kirjandus I",NA,NA,1,NA,1,1,NA,NA,NA,NA,1,0,0,1,0,0,2,0,0,0
"K","HV","HVEE","FLEE.06.184","Soome keele grammatika II",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,2,0,0,0,0,0
"K","HV","HVEE","FLEE.07.104","Ungari keele seminar",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2,0,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.07.106","Ungari keele suuline ja kirjalik väljendusoskus (B2/C1)",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,1
"K","HV","HVEE","FLEE.07.121","Valikained uurali rahvaste kultuuriloost",NA,NA,4,NA,NA,NA,NA,NA,1,NA,3,0,0,1,1,0,0,1,0,2
"K","HV","HVEE","FLEE.07.122","Soome-ugri keelte seminar",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,6,0,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.07.171","Ersa keel I",NA,NA,3,2,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.07.193","Komi keel II",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,0,0,0,1
"K","HV","HVEE","FLEE.08.053","Keeleteaduse alused",NA,2,13,NA,NA,NA,NA,NA,2,9,4,0,0,13,5,6,13,3,2,2
"K","HV","HVEE","FLEE.08.058","Tähendusõpetus",NA,1,9,2,NA,NA,NA,NA,1,5,6,0,0,6,5,4,3,0,0,1
"K","HV","HVEE","FLEE.08.102","Lingvistikaülesannete seminar",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,3,2,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.08.114","Formaalsed lähenemised keeleteaduses",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,0,0,3,1,0,1,0,0,0
"K","HV","HVEE","FLEE.08.118","Foneetika seminar II",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.08.122","Arvutilingvistika alused",NA,1,5,1,NA,NA,1,NA,1,1,4,0,0,4,3,1,0,0,0,0
"K","HV","HVEE","FLEE.08.138","Kognitiivne keeleteadus",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0
"K","HV","HVEE","FLEE.09.003","Eesti murded",NA,NA,8,4,1,NA,NA,NA,NA,8,5,0,0,10,6,5,2,0,0,3
"K","HV","HVEE","FLEE.09.010","Eesti keele ajalugu",NA,NA,4,3,NA,NA,NA,2,1,1,3,0,0,8,5,3,5,4,0,5
"K","HV","HVEE","FLEE.09.012","Erikursus murretest",NA,NA,4,NA,NA,NA,NA,NA,1,NA,3,6,0,0,0,0,0,0,0,0
"K","HV","HVEE","FLEE.09.017","Eesti foneetika ja fonoloogia",NA,1,22,2,2,NA,NA,NA,3,9,15,0,0,11,9,13,11,0,0,5
"K","HV","HVFI","FLFI.00.001","Sissejuhatus filosoofiasse",4,10,30,2,NA,1,NA,6,9,19,11,100,6,0,0,0,0,0,0,12
"K","HV","HVFI","FLFI.00.079","Argumentatsiooniteooria alused",NA,1,11,2,NA,2,1,1,2,6,2,0,0,12,8,6,2,1,0,6
"K","HV","HVFI","FLFI.00.087","Uurijaseminar",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,10,13,0,0,0,0,0,0,0,1
"K","HV","HVFI","FLFI.00.098","Magistriseminar",NA,1,10,NA,NA,NA,1,NA,1,5,4,30,0,0,0,0,0,0,0,0
"K","HV","HVFI","FLFI.00.099","Eriseminar",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,0,0,4,1,1,0,0,0,1
"K","HV","HVFI","FLFI.00.102","Kriitiline mõtlemine ja argumenteerimine",NA,1,7,1,1,1,NA,1,NA,3,5,0,0,7,8,3,1,2,2,2
"K","HV","HVFI","FLFI.00.107","Budistliku filosoofia seminar I",NA,NA,4,1,NA,NA,NA,NA,NA,1,4,8,0,0,0,0,0,0,0,2
"K","HV","HVFI","FLFI.01.021","19. sajandi teise poole ja 20. sajandi filosoofia",NA,NA,3,2,1,NA,NA,NA,NA,1,5,0,0,2,3,3,0,0,0,0
"K","HV","HVFI","FLFI.01.054","Metafüüsika allikad ja kujunemine Vana-Kreekast uusajani",NA,NA,NA,2,2,NA,NA,1,NA,1,2,0,0,3,2,1,0,2,0,0
"K","HV","HVFI","FLFI.01.057","Valitud peatükke fenomenoloogiast ja hermeneutikast",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,0,0,4,1,0,0,0,0,1
"K","HV","HVFI","FLFI.01.080","Sissejuhatus filosoofia ajalukku doktorantidele",NA,NA,7,NA,NA,NA,NA,NA,NA,1,6,9,3,0,0,0,0,0,0,0
"K","HV","HVFI","FLFI.01.102","Nietzsche, Foucault ja genealoogia",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,0,0,4,3,1,0,0,0,0
"K","HV","HVFI","FLFI.02.008","Poliitikafilosoofia",NA,1,7,1,1,NA,NA,NA,NA,1,9,0,0,7,7,1,2,0,0,0
"K","HV","HVFI","FLFI.02.074","Haridusfilosoofia",NA,NA,8,1,NA,NA,NA,NA,NA,2,7,0,0,4,4,2,0,0,0,0
"K","HV","HVFI","FLFI.02.117","Inseneriteaduse sotsiaalsed ja eetilised aspektid",NA,NA,5,NA,NA,NA,NA,1,NA,2,2,15,0,0,0,0,0,0,0,1
"K","HV","HVFI","FLFI.02.126","Seksuaaleetika ja -filosoofia",NA,1,6,NA,NA,NA,NA,NA,1,2,4,0,0,8,4,5,1,0,0,3
"K","HV","HVFI","FLFI.02.138","Õpetaja eetika ja väärtuskasvatus",NA,1,7,NA,NA,NA,NA,1,1,3,3,22,3,0,0,0,0,0,0,2
"K","HV","HVFI","FLFI.02.152","Uurimiseetika ja aus teadus",NA,NA,10,NA,NA,NA,NA,NA,2,4,4,10,0,0,0,0,0,0,0,0
"K","HV","HVFI","FLFI.02.157","Ideaal- ja mitte-ideaalteooria poliitikafilosoofias",NA,NA,1,1,1,NA,NA,NA,1,1,1,0,0,4,1,0,0,0,0,1
"K","HV","HVFI","FLFI.03.023","Valitud peatükke teadusfilosoofiast",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,0,0,3,2,1,0,0,0,1
"K","HV","HVFI","FLFI.03.053","Teadusfilosoofia ja -metodoloogia II",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,0,0,0,0,0,2
"K","HV","HVFI","FLFI.03.089","Maailmapilt",NA,NA,4,NA,NA,NA,NA,1,1,1,1,5,2,0,0,0,0,0,0,4
"K","HV","HVFI","FLFI.03.095","Pragmatistlik realism: filosoofia, ajalugu ja teadus",NA,NA,2,NA,NA,NA,NA,NA,1,NA,1,2,0,0,0,0,0,0,0,0
"K","HV","HVFI","FLFI.04.013","Sissejuhatus epistemoloogiasse",NA,NA,7,1,NA,NA,NA,NA,1,NA,7,0,0,2,3,6,2,1,1,3
"K","HV","HVFI","FLFI.04.014","Sissejuhatus vaimufilosoofiasse",NA,NA,7,NA,NA,NA,NA,NA,2,2,3,0,0,5,2,3,1,0,0,0
"K","HV","HVFI","FLFI.04.018","Filosoofia metodoloogia",NA,NA,5,3,NA,1,NA,NA,1,2,4,0,0,6,3,4,1,0,0,0
"K","HV","HVFI","FLFI.04.048","Sissejuhatus epistemoloogiasse II",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,12,1,0,0,0,0,0,0,1
"K","HV","HVFI","FLFI.04.052","Vaimufilosoofia lugemisgrupp I",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,4,0,0,0,0,0,0,0,0
"K","HV","HVFI","FLFI.04.065","Religioosse usu naturalistlikud seletused filosoofiliselt vaatekohalt",NA,NA,6,NA,NA,NA,NA,1,NA,NA,5,0,0,2,2,2,3,1,0,1
"K","HV","HVFI","FLFI.04.067","Tähendus, tõde ja kontekst",NA,NA,5,1,NA,NA,NA,NA,NA,1,5,0,0,3,2,1,0,1,0,0
"K","HV","HVFI","FLFI.05.010","Päikesest ja võõrast: seminar Julia Kristevast",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,3,0,0,0,0,0,0
"K","HV","HVFI","FLFI.05.011","Teemasid Eesti kultuurist: koloniseerimine, trauma, postkommunism",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,0,0,0,0,0,1
"K","HV","HVHV","FLFL.00.010","Kirjandustekstid eesti tõlkekultuuris",NA,8,22,NA,NA,NA,NA,1,2,11,16,32,0,0,0,0,0,0,0,3
"K","HV","HVHV","FLFL.00.013","Fenomenoloogiline Tartu",NA,4,15,NA,1,1,1,NA,2,8,8,0,0,21,3,3,2,0,0,1
"K","HV","HVLC","FLGR.00.048","Magistritöö (tõlkeõpetus)",NA,NA,6,NA,2,NA,NA,NA,1,1,6,0,0,6,4,2,0,1,0,0
"K","HV","HVLC","FLGR.00.050","Võõrkeelte õpetamise ja hindamise alused",NA,NA,11,2,1,NA,NA,NA,2,8,4,0,0,12,7,3,0,0,0,3
"K","HV","HVLC","FLGR.01.011","Inglise keele ajalugu",NA,NA,5,NA,NA,NA,NA,NA,2,1,2,0,0,3,4,2,0,0,0,1
"K","HV","HVLC","FLGR.01.012","Sissejuhatus germaani filoloogiasse",1,1,23,2,1,NA,3,1,5,11,8,0,0,17,20,18,6,3,1,3
"K","HV","HVLC","FLGR.01.085","Ameerika inglise keele släng",1,10,25,2,2,NA,1,1,5,13,20,0,0,42,17,1,0,0,0,8
"K","HV","HVLC","FLGR.01.158","Tekstianalüüs 2",NA,NA,11,6,3,NA,1,NA,6,8,5,0,0,13,8,11,9,0,0,4
"K","HV","HVLC","FLGR.01.160","Inglise keele struktuur",NA,2,14,10,1,NA,2,2,6,5,12,0,0,7,11,6,13,9,4,8
"K","HV","HVLC","FLGR.01.161","Inglise kirjandus keskajast barokini",NA,NA,13,7,4,NA,NA,1,2,6,15,0,0,7,10,8,18,5,6,4
"K","HV","HVLC","FLGR.01.163","Kirjalik tõlge inglise keelde",NA,1,21,1,NA,NA,NA,NA,NA,4,19,0,0,24,9,2,0,0,0,4
"K","HV","HVLC","FLGR.01.170","Ilukirjandustõlge",NA,NA,5,2,NA,NA,NA,NA,1,NA,6,8,0,0,0,0,0,0,0,0
"K","HV","HVLC","FLGR.01.181","Diskursuseanalüüsi seminar",NA,NA,10,1,NA,NA,NA,NA,NA,1,10,0,0,9,8,3,0,0,0,2
"K","HV","HVLC","FLGR.01.183","Inglise keele süntaks",NA,NA,8,7,1,NA,1,2,1,6,6,0,0,2,4,4,6,2,0,2
"K","HV","HVLC","FLGR.01.186","Inglise kirjandus romantismist modernismini",NA,NA,11,3,2,NA,NA,NA,3,3,10,0,0,7,2,10,18,7,1,3
